"subind","runnum","first","cond_type","N","rt_median","acc_avg","groups"
"1_036_third","2",1,"passive_ns",8,4.77400350571,1,"A_third"
"1_036_third","2",1,"passive_s",8,4.53434050083,0.75,"A_third"
"1_036_third","3",1,"active_ns",8,4.24908804893,0.625,"A_third"
"1_036_third","3",1,"active_s",8,3.7930560112,0.875,"A_third"
"1_036_third","3",1,"passive_ns",8,5.49244689941,0.875,"A_third"
"1_036_third","3",1,"passive_s",8,5.024518847465,0.75,"A_third"
"2_003_third","1",1,"active_ns",8,4.13541460037,1,"A_third"
"2_003_third","1",1,"active_s",8,5.07498192787,0.625,"A_third"
"2_003_third","1",1,"passive_ns",8,4.635586977005,1,"A_third"
"2_003_third","1",1,"passive_s",8,4.906324982645,0.75,"A_third"
"2_005_third","1",1,"active_ns",8,4.78257703781,0.875,"A_third"
"2_005_third","1",1,"active_s",8,4.452111959455,1,"A_third"
"2_005_third","1",1,"passive_ns",8,4.43491697311,0.875,"A_third"
"2_005_third","1",1,"passive_s",8,4.58009147644,1,"A_third"
"2_005_third","2",1,"active_ns",8,3.629948973655,0.75,"A_third"
"2_005_third","2",1,"active_s",8,3.37876343727,1,"A_third"
"2_005_third","2",1,"passive_ns",8,4.21745300293,0.875,"A_third"
"2_005_third","2",1,"passive_s",8,4.340675592425,1,"A_third"
"2_005_third","3",1,"active_ns",8,4.82141637802,1,"A_third"
"2_005_third","3",1,"active_s",8,3.35129749775,1,"A_third"
"2_005_third","3",1,"passive_ns",8,5.97280406952,0.625,"A_third"
"2_005_third","3",1,"passive_s",8,4.073196053505,1,"A_third"
"2_008_third","1",1,"active_ns",8,3.47536706924,1,"A_third"
"2_008_third","1",1,"active_s",8,3.966364502905,0.75,"A_third"
"2_008_third","1",1,"passive_ns",8,4.334986448285,1,"A_third"
"2_008_third","1",1,"passive_s",8,4.20901083946,0.875,"A_third"
"2_008_third","2",1,"active_ns",8,2.918813467025,1,"A_third"
"2_008_third","2",1,"active_s",8,2.595758080485,1,"A_third"
"2_008_third","2",1,"passive_ns",8,3.660765647885,1,"A_third"
"2_008_third","2",1,"passive_s",8,3.17766809464,0.875,"A_third"
"2_008_third","3",1,"active_ns",8,2.970422506335,1,"A_third"
"2_008_third","3",1,"active_s",8,2.73847913742,0.875,"A_third"
"2_008_third","3",1,"passive_ns",8,3.102818489075,1,"A_third"
"2_008_third","3",1,"passive_s",8,2.97575092316,0.875,"A_third"
"2_010_third","1",1,"active_ns",8,4.83584797382,1,"A_third"
"2_010_third","1",1,"active_s",8,3.969409584995,0.75,"A_third"
"2_010_third","1",1,"passive_ns",8,4.576596856115,1,"A_third"
"2_010_third","1",1,"passive_s",8,4.94651484489,0.625,"A_third"
"2_010_third","2",1,"active_ns",8,4.38830947876,1,"A_third"
"2_010_third","2",1,"active_s",8,3.80353498459,0.625,"A_third"
"2_010_third","2",1,"passive_ns",8,4.591389894485,1,"A_third"
"2_010_third","2",1,"passive_s",8,4.82304883003,0.625,"A_third"
"2_010_third","3",1,"active_ns",8,3.29935145378,1,"A_third"
"2_010_third","3",1,"active_s",8,4.283717513085,0.5,"A_third"
"2_010_third","3",1,"passive_ns",8,4.59872698784,1,"A_third"
"2_010_third","3",1,"passive_s",8,4.312274575235,0.75,"A_third"
"2_034_third","1",1,"active_ns",8,4.81685650349,1,"A_third"
"2_034_third","1",1,"active_s",8,3.31281757355,0.75,"A_third"
"2_034_third","1",1,"passive_ns",8,4.61635398865,0.875,"A_third"
"2_034_third","1",1,"passive_s",8,5.24746394157,0.875,"A_third"
"2_034_third","2",1,"active_ns",8,4.438361048695,1,"A_third"
"2_034_third","2",1,"active_s",8,4.86068797112,0.625,"A_third"
"2_034_third","2",1,"passive_ns",8,4.66977500916,0.875,"A_third"
"2_034_third","2",1,"passive_s",8,4.875115036965,0.75,"A_third"
"2_034_third","3",1,"active_ns",8,4.20628499985,1,"A_third"
"2_034_third","3",1,"active_s",8,3.69205641747,1,"A_third"
"2_034_third","3",1,"passive_ns",8,4.8668589592,1,"A_third"
"2_034_third","3",1,"passive_s",8,4.471460461615,1,"A_third"
"ldrc2_0_104","1",1,"active_ns",8,4.68602645397,0.75,"A_first2"
"ldrc2_0_104","1",1,"active_s",7,3.46888113022,1,"A_first2"
"ldrc2_0_104","1",1,"passive_ns",8,4.07082509995,0.875,"A_first2"
"ldrc2_0_104","1",1,"passive_s",8,3.029786467555,0.75,"A_first2"
"ldrc2_0_104","2",1,"active_ns",8,3.6252450943,0.875,"A_first2"
"ldrc2_0_104","2",1,"active_s",8,4.20174908638,1,"A_first2"
"ldrc2_0_104","2",1,"passive_ns",8,4.282281398775,1,"A_first2"
"ldrc2_0_104","2",1,"passive_s",8,4.905329942705,1,"A_first2"
"ldrc2_0_104","3",1,"active_ns",8,4.180102586745,1,"A_first2"
"ldrc2_0_104","3",1,"active_s",8,3.48471355438,1,"A_first2"
"ldrc2_0_104","3",1,"passive_ns",8,3.87029492855,1,"A_first2"
"ldrc2_0_104","3",1,"passive_s",8,4.14856493473,0.75,"A_first2"
"ldrc2_0_122","2",1,"active_ns",8,4.687537431715,0.75,"A_first2"
"ldrc2_0_122","2",1,"active_s",8,3.42706656456,1,"A_first2"
"ldrc2_0_122","2",1,"passive_ns",8,4.83060848713,0.75,"A_first2"
"ldrc2_0_122","2",1,"passive_s",8,4.04605102539,0.625,"A_first2"
"ldrc2_0_122","3",1,"active_ns",8,4.45158147812,1,"A_first2"
"ldrc2_0_122","3",1,"active_s",8,4.54271793365,0.875,"A_first2"
"ldrc2_0_122","3",1,"passive_ns",8,4.505135536195,1,"A_first2"
"ldrc2_0_122","3",1,"passive_s",8,4.320813059805,0.75,"A_first2"
"ldrc2_0_123","1",1,"active_ns",8,4.12559747696,1,"A_first2"
"ldrc2_0_123","1",1,"active_s",8,4.23990011215,0.875,"A_first2"
"ldrc2_0_123","1",1,"passive_ns",8,4.03078198433,1,"A_first2"
"ldrc2_0_123","1",1,"passive_s",8,4.80801010132,0.625,"A_first2"
"ldrc2_0_123","3",1,"active_ns",8,3.6315779686,0.875,"A_first2"
"ldrc2_0_123","3",1,"active_s",8,2.40362048149,1,"A_first2"
"ldrc2_0_123","3",1,"passive_ns",8,3.15177452564,1,"A_first2"
"ldrc2_0_123","3",1,"passive_s",8,3.22030687332,0.875,"A_first2"
"ldrc2_0_124","1",1,"active_ns",8,3.46197104454,0.75,"A_first2"
"ldrc2_0_124","1",1,"active_s",8,2.552171587945,0.75,"A_first2"
"ldrc2_0_124","1",1,"passive_ns",8,3.42813396454,1,"A_first2"
"ldrc2_0_124","1",1,"passive_s",8,2.88830292225,0.75,"A_first2"
"ldrc2_0_124","2",1,"active_ns",8,3.014844059945,1,"A_first2"
"ldrc2_0_124","2",1,"active_s",8,2.52304685116,1,"A_first2"
"ldrc2_0_124","2",1,"passive_ns",8,3.440231084825,1,"A_first2"
"ldrc2_0_124","2",1,"passive_s",8,2.45231795311,0.875,"A_first2"
"ldrc2_0_124","3",1,"active_ns",8,2.70515298843,0.875,"A_first2"
"ldrc2_0_124","3",1,"active_s",8,2.108633637425,1,"A_first2"
"ldrc2_0_124","3",1,"passive_ns",8,3.387801408765,1,"A_first2"
"ldrc2_0_124","3",1,"passive_s",8,2.82124888897,1,"A_first2"
"ldrc2_0_137","1",1,"active_ns",8,4.597908973695,1,"A_first2"
"ldrc2_0_137","1",1,"active_s",8,3.737460970875,1,"A_first2"
"ldrc2_0_137","1",1,"passive_ns",8,5.28107750416,0.75,"A_first2"
"ldrc2_0_137","1",1,"passive_s",8,4.801666378975,0.75,"A_first2"
"ldrc2_0_137","2",1,"active_ns",8,4.57901978493,0.875,"A_first2"
"ldrc2_0_137","2",1,"active_s",8,3.57547843456,1,"A_first2"
"ldrc2_0_137","2",1,"passive_ns",8,4.750390052795,0.75,"A_first2"
"ldrc2_0_137","2",1,"passive_s",8,4.751729011535,0.75,"A_first2"
"ldrc2_0_137","3",1,"active_ns",8,4.973019957545,0.75,"A_first2"
"ldrc2_0_137","3",1,"active_s",8,3.21628797054,0.75,"A_first2"
"ldrc2_0_137","3",1,"passive_ns",8,4.77044391632,0.875,"A_first2"
"ldrc2_0_137","3",1,"passive_s",8,4.25458598137,0.75,"A_first2"
"ldrc2_0_140","1",1,"active_ns",8,4.67897105217,0.875,"A_first2"
"ldrc2_0_140","1",1,"active_s",8,4.21590554714,1,"A_first2"
"ldrc2_0_140","1",1,"passive_ns",8,6.25311207771,0.875,"A_first2"
"ldrc2_0_140","1",1,"passive_s",8,4.89710402489,0.875,"A_first2"
"ldrc2_0_140","2",1,"active_ns",8,5.77819490433,0.625,"A_first2"
"ldrc2_0_140","2",1,"active_s",8,6.36249804497,0.625,"A_first2"
"ldrc2_0_140","2",1,"passive_ns",8,6.58264899254,0.75,"A_first2"
"ldrc2_0_140","2",1,"passive_s",8,4.816717982295,1,"A_first2"
"ldrc2_0_140","3",1,"active_ns",8,5.82319021225,0.875,"A_first2"
"ldrc2_0_140","3",1,"active_s",8,5.09952247143,1,"A_first2"
"ldrc2_0_140","3",1,"passive_ns",8,6.19518399239,0.875,"A_first2"
"ldrc2_0_140","3",1,"passive_s",8,4.95572400093,0.75,"A_first2"
"ldrc2_0_143","1",1,"active_ns",8,4.33971500397,0.875,"A_first2"
"ldrc2_0_143","1",1,"active_s",8,4.34097003937,0.875,"A_first2"
"ldrc2_0_143","1",1,"passive_ns",8,4.84124493599,0.875,"A_first2"
"ldrc2_0_143","1",1,"passive_s",8,4.30759346485,0.75,"A_first2"
"ldrc2_0_143","2",1,"active_ns",8,3.5810559988,1,"A_first2"
"ldrc2_0_143","2",1,"active_s",8,3.956859946255,1,"A_first2"
"ldrc2_0_143","2",1,"passive_ns",8,4.018396019935,1,"A_first2"
"ldrc2_0_143","2",1,"passive_s",8,4.36873352528,0.75,"A_first2"
"ldrc2_0_143","3",1,"active_ns",8,4.84075295925,1,"A_first2"
"ldrc2_0_143","3",1,"active_s",8,4.8493950367,0.5,"A_first2"
"ldrc2_0_143","3",1,"passive_ns",8,5.057836055755,1,"A_first2"
"ldrc2_0_143","3",1,"passive_s",8,4.92708182335,0.875,"A_first2"
"ldrc2_0_145","1",1,"active_ns",8,4.27419602871,1,"A_first2"
"ldrc2_0_145","1",1,"active_s",8,3.07375204563,1,"A_first2"
"ldrc2_0_145","1",1,"passive_ns",8,3.512937545775,1,"A_first2"
"ldrc2_0_145","1",1,"passive_s",8,3.17178595066,0.75,"A_first2"
"ldrc2_0_145","2",1,"active_ns",8,4.72189390659,1,"A_first2"
"ldrc2_0_145","2",1,"active_s",8,3.34189212322,1,"A_first2"
"ldrc2_0_145","2",1,"passive_ns",8,5.448351502415,1,"A_first2"
"ldrc2_0_145","2",1,"passive_s",8,3.23260116577,0.875,"A_first2"
"ldrc2_0_145","3",1,"active_ns",8,4.54627203941,1,"A_first2"
"ldrc2_0_145","3",1,"active_s",8,3.54985105991,1,"A_first2"
"ldrc2_0_145","3",1,"passive_ns",8,3.48174893856,1,"A_first2"
"ldrc2_0_145","3",1,"passive_s",8,3.8401350975,1,"A_first2"
"ldrc2_0_151","1",1,"active_ns",8,5.022961497305,1,"A_first2"
"ldrc2_0_151","1",1,"active_s",8,4.92459952831,1,"A_first2"
"ldrc2_0_151","1",1,"passive_ns",8,5.29693698883,0.875,"A_first2"
"ldrc2_0_151","1",1,"passive_s",8,4.23776006699,0.875,"A_first2"
"ldrc2_0_151","2",1,"active_ns",8,4.66440701485,1,"A_first2"
"ldrc2_0_151","2",1,"active_s",8,3.181367516515,0.5,"A_first2"
"ldrc2_0_151","2",1,"passive_ns",8,5.352871537205,1,"A_first2"
"ldrc2_0_151","2",1,"passive_s",8,4.15922403336,0.625,"A_first2"
"ldrc2_0_151","3",1,"active_ns",8,3.923679471015,1,"A_first2"
"ldrc2_0_151","3",1,"active_s",8,5.15156555176,0.75,"A_first2"
"ldrc2_0_151","3",1,"passive_ns",8,5.02843952179,1,"A_first2"
"ldrc2_0_151","3",1,"passive_s",8,4.669931411745,0.5,"A_first2"
"ldrc2_0_172","1",1,"active_ns",8,4.323330402375,0.75,"A_first2"
"ldrc2_0_172","1",1,"active_s",8,4.361982941625,1,"A_first2"
"ldrc2_0_172","1",1,"passive_ns",8,5.63501548767,1,"A_first2"
"ldrc2_0_172","1",1,"passive_s",8,4.29241204262,0.875,"A_first2"
"ldrc2_0_172","2",1,"active_ns",8,5.395687460895,1,"A_first2"
"ldrc2_0_172","2",1,"active_s",8,4.32556796074,0.875,"A_first2"
"ldrc2_0_172","2",1,"passive_ns",8,6.58571815491,0.875,"A_first2"
"ldrc2_0_172","2",1,"passive_s",8,4.49483394623,1,"A_first2"
"ldrc2_0_172","3",1,"active_ns",8,3.873745918275,1,"A_first2"
"ldrc2_0_172","3",1,"active_s",8,3.505395531655,1,"A_first2"
"ldrc2_0_172","3",1,"passive_ns",8,4.81882190704,1,"A_first2"
"ldrc2_0_172","3",1,"passive_s",8,4.47401702404,1,"A_first2"
"ldrc2_1_129","1",1,"active_ns",8,3.243135929105,1,"A_first2"
"ldrc2_1_129","1",1,"active_s",8,2.38937711716,0.875,"A_first2"
"ldrc2_1_129","1",1,"passive_ns",8,3.361696958545,1,"A_first2"
"ldrc2_1_129","1",1,"passive_s",8,3.18771791458,0.625,"A_first2"
"ldrc2_1_133","1",1,"active_ns",8,5.16306602955,1,"A_first2"
"ldrc2_1_133","1",1,"active_s",8,4.42627596855,0.625,"A_first2"
"ldrc2_1_133","1",1,"passive_ns",8,3.99198102951,1,"A_first2"
"ldrc2_1_133","1",1,"passive_s",8,3.83176994324,0.5,"A_first2"
"ldrc2_1_133","2",1,"active_ns",8,3.47288703918,0.875,"A_first2"
"ldrc2_1_133","2",1,"active_s",8,3.96431851387,1,"A_first2"
"ldrc2_1_133","2",1,"passive_ns",8,3.89484596252,0.875,"A_first2"
"ldrc2_1_133","2",1,"passive_s",8,4.29268884659,0.625,"A_first2"
"ldrc2_1_133","3",1,"active_ns",8,4.40013098717,0.875,"A_first2"
"ldrc2_1_133","3",1,"active_s",8,3.98448705673,0.875,"A_first2"
"ldrc2_1_133","3",1,"passive_ns",8,4.147714972495,1,"A_first2"
"ldrc2_1_133","3",1,"passive_s",8,3.76547956467,0.75,"A_first2"
"ldrc2_1_139","2",1,"active_ns",8,6.19374585152,0.875,"A_first2"
"ldrc2_1_139","2",1,"active_s",8,3.365225434305,0.75,"A_first2"
"ldrc2_1_139","2",1,"passive_ns",8,6.65921401978,0.875,"A_first2"
"ldrc2_1_139","2",1,"passive_s",8,8.39652395248,0.875,"A_first2"
"ldrc2_1_141","1",1,"active_ns",8,6.242832541465,0.75,"A_first2"
"ldrc2_1_141","1",1,"active_s",8,5.80395507812,0.875,"A_first2"
"ldrc2_1_141","1",1,"passive_ns",8,5.63257598877,0.5,"A_first2"
"ldrc2_1_141","1",1,"passive_s",8,5.25311100483,0.75,"A_first2"
"ldrc2_1_141","2",1,"active_ns",8,4.25358891487,0.875,"A_first2"
"ldrc2_1_141","2",1,"active_s",8,3.631867527965,1,"A_first2"
"ldrc2_1_141","2",1,"passive_ns",8,6.22780013084,0.25,"A_first2"
"ldrc2_1_141","2",1,"passive_s",8,3.637778043745,0.75,"A_first2"
"ldrc2_1_141","3",1,"active_ns",8,3.70357203484,0.625,"A_first2"
"ldrc2_1_141","3",1,"active_s",8,4.884848952295,1,"A_first2"
"ldrc2_1_141","3",1,"passive_ns",8,4.576793074605,1,"A_first2"
"ldrc2_1_141","3",1,"passive_s",8,3.374397039415,1,"A_first2"
"ldrc2_1_147","1",1,"active_ns",8,5.56562590599,0.875,"A_first2"
"ldrc2_1_147","1",1,"active_s",8,4.45753443241,0.5,"A_first2"
"ldrc2_1_147","1",1,"passive_ns",8,5.69370818138,0.625,"A_first2"
"ldrc2_1_147","1",1,"passive_s",8,6.93263804913,0.75,"A_first2"
"ldrc2_1_147","3",1,"active_ns",8,5.68039894104,0.875,"A_first2"
"ldrc2_1_147","3",1,"active_s",8,3.68213045597,0.75,"A_first2"
"ldrc2_1_147","3",1,"passive_ns",8,5.686321496965,0.75,"A_first2"
"ldrc2_1_147","3",1,"passive_s",8,7.17980980873,0.875,"A_first2"
"ldrc2_1_152","2",1,"active_ns",8,4.223072052,0.875,"A_first2"
"ldrc2_1_152","2",1,"active_s",8,4.49636435509,1,"A_first2"
"ldrc2_1_152","2",1,"passive_ns",8,5.382781505585,1,"A_first2"
"ldrc2_1_152","2",1,"passive_s",8,5.38509607315,0.75,"A_first2"
"ldrc2_1_157","1",1,"active_ns",8,2.5944070816,0.875,"A_first2"
"ldrc2_1_157","1",1,"active_s",8,3.28395795822,0.875,"A_first2"
"ldrc2_1_157","1",1,"passive_ns",8,2.55230641365,1,"A_first2"
"ldrc2_1_157","1",1,"passive_s",8,3.343017458915,1,"A_first2"
"ldrc2_1_157","2",1,"active_ns",8,2.591648340225,1,"A_first2"
"ldrc2_1_157","2",1,"active_s",8,2.9908208847,0.875,"A_first2"
"ldrc2_1_157","2",1,"passive_ns",8,2.64097857475,1,"A_first2"
"ldrc2_1_157","2",1,"passive_s",8,3.30329418182,0.875,"A_first2"
"ldrc2_1_157","3",1,"active_ns",8,2.95930838585,1,"A_first2"
"ldrc2_1_157","3",1,"active_s",8,2.970635533335,1,"A_first2"
"ldrc2_1_157","3",1,"passive_ns",8,3.22364878654,0.875,"A_first2"
"ldrc2_1_157","3",1,"passive_s",8,3.33497452736,0.75,"A_first2"
"ldrc2_1_173","1",1,"active_ns",8,3.75934588909,1,"A_first2"
"ldrc2_1_173","1",1,"active_s",8,3.05344688892,1,"A_first2"
"ldrc2_1_173","1",1,"passive_ns",8,2.68280053139,1,"A_first2"
"ldrc2_1_173","1",1,"passive_s",8,4.25357794762,0.875,"A_first2"
"ldrc2_1_173","2",1,"active_ns",8,3.866665005685,1,"A_first2"
"ldrc2_1_173","2",1,"active_s",8,3.05468559265,1,"A_first2"
"ldrc2_1_173","2",1,"passive_ns",8,4.05409002304,0.875,"A_first2"
"ldrc2_1_173","2",1,"passive_s",8,3.15570306778,0.875,"A_first2"
"ldrc2_1_173","3",1,"active_ns",8,3.10194015503,0.625,"A_first2"
"ldrc2_1_173","3",1,"active_s",8,3.43335199356,1,"A_first2"
"ldrc2_1_173","3",1,"passive_ns",8,3.112963080405,1,"A_first2"
"ldrc2_1_173","3",1,"passive_s",8,3.06529545784,0.75,"A_first2"
"1627_2","1",1,"active_ns",8,6.39676054173,0.625,"H_first"
"1627_2","1",1,"active_s",7,6.63352650443,0.714285714285714,"H_first"
"1627_2","1",1,"passive_ns",8,6.48499891541,0.625,"H_first"
"1627_2","1",1,"passive_s",8,5.722367031395,0.5,"H_first"
"1627_2","2",1,"active_ns",8,5.818732894045,0.75,"H_first"
"1627_2","2",1,"active_s",8,4.97102710203,0.625,"H_first"
"1627_2","2",1,"passive_ns",8,5.38631867422,0.5,"H_first"
"1627_2","2",1,"passive_s",8,5.42650786257,0.625,"H_first"
"1794_1","1",1,"active_ns",8,7.0949549116,0.625,"H_first"
"1794_1","1",1,"active_s",8,6.162794749885,0.5,"H_first"
"1794_1","1",1,"passive_ns",8,5.85224288272,0.875,"H_first"
"1794_1","1",1,"passive_s",8,6.8007050409,0.625,"H_first"
"1794_1_second","1",1,"active_ns",8,5.875841990305,0.75,"H_second"
"1794_1_second","1",1,"active_s",8,5.377195457125,0.75,"H_second"
"1794_1_second","1",1,"passive_ns",7,5.27032353606,0.714285714285714,"H_second"
"1794_1_second","1",1,"passive_s",8,5.20556930556,0.5,"H_second"
"1986_1_second","1",1,"active_ns",8,3.61464620603,0.875,"H_second"
"1986_1_second","1",1,"active_s",8,3.483628010185,0.75,"H_second"
"1986_1_second","1",1,"passive_ns",8,4.50962184323,0.875,"H_second"
"1986_1_second","1",1,"passive_s",8,4.60933743937,0.375,"H_second"
"1986_1_second","3",1,"active_ns",8,4.44799060258,0.75,"H_second"
"1986_1_second","3",1,"active_s",8,3.954026381045,0.5,"H_second"
"1986_1_second","3",1,"passive_ns",8,5.76811918884,0.875,"H_second"
"1986_1_second","3",1,"passive_s",8,5.2544130407,0.875,"H_second"
"2436_2_second","1",1,"active_ns",8,3.53028190968,1,"H_second"
"2436_2_second","1",1,"active_s",8,4.16895141168,0.875,"H_second"
"2436_2_second","1",1,"passive_ns",8,3.30319208413,0.875,"H_second"
"2436_2_second","1",1,"passive_s",8,4.17955784405,0.375,"H_second"
"2436_2_second","2",1,"active_ns",8,3.37797604584,0.875,"H_second"
"2436_2_second","2",1,"active_s",8,4.24170646449,0.875,"H_second"
"2436_2_second","2",1,"passive_ns",8,4.1527557008,1,"H_second"
"2436_2_second","2",1,"passive_s",8,4.0727921935,1,"H_second"
"2436_2_second","3",1,"active_ns",8,3.59358762061,1,"H_second"
"2436_2_second","3",1,"active_s",8,3.88988497055,0.875,"H_second"
"2436_2_second","3",1,"passive_ns",8,3.11159196449,0.875,"H_second"
"2436_2_second","3",1,"passive_s",8,3.97774166438,0.875,"H_second"
"2569_2_second","1",1,"active_ns",8,4.52355586831,0.75,"H_second"
"2569_2_second","1",1,"active_s",8,3.188071783215,1,"H_second"
"2569_2_second","1",1,"passive_ns",8,6.20447327391,0.625,"H_second"
"2569_2_second","1",1,"passive_s",8,7.33350336521,0.375,"H_second"
"2569_2_second","2",1,"active_ns",8,6.89618704507,0.625,"H_second"
"2569_2_second","2",1,"active_s",8,4.64223489054,0.625,"H_second"
"2569_2_second","2",1,"passive_ns",8,6.219927472385,0.5,"H_second"
"2569_2_second","2",1,"passive_s",8,6.22385177119,0.875,"H_second"
"2569_2_second","3",1,"active_ns",8,4.35004650523,1,"H_second"
"2569_2_second","3",1,"active_s",8,4.36036952102,1,"H_second"
"2569_2_second","3",1,"passive_ns",8,5.62982328802,0.75,"H_second"
"2569_2_second","3",1,"passive_s",8,4.554485206435,1,"H_second"
"1496_2_third","1",1,"active_ns",8,3.11771876116,0.875,"H_third"
"1496_2_third","1",1,"active_s",8,4.10186602489,0.75,"H_third"
"1496_2_third","1",1,"passive_ns",7,3.75749420757,1,"H_third"
"1496_2_third","1",1,"passive_s",8,7.1267875149,0.125,"H_third"
"1496_2_third","2",1,"active_ns",8,3.68813100382,1,"H_third"
"1496_2_third","2",1,"active_s",8,3.43124310519,1,"H_third"
"1496_2_third","2",1,"passive_ns",8,4.15205058462,0.625,"H_third"
"1496_2_third","2",1,"passive_s",8,4.014419049755,0.5,"H_third"
"1496_2_third","3",1,"active_ns",8,3.527203692935,0.75,"H_third"
"1496_2_third","3",1,"active_s",8,3.08494943277,1,"H_third"
"1496_2_third","3",1,"passive_ns",8,3.134787868925,1,"H_third"
"1496_2_third","3",1,"passive_s",8,2.849126275045,0.75,"H_third"
"1589_2_third","1",1,"active_ns",8,3.85364384499,0.75,"H_third"
"1589_2_third","1",1,"active_s",8,4.32785438212,0.625,"H_third"
"1589_2_third","1",1,"passive_ns",8,5.128480484,0.875,"H_third"
"1589_2_third","1",1,"passive_s",8,4.5442994937,0.5,"H_third"
"1589_2_third","2",1,"active_ns",8,2.75161938569,0.75,"H_third"
"1589_2_third","2",1,"active_s",8,3.76538287991,0.625,"H_third"
"1589_2_third","2",1,"passive_ns",8,3.50140898606,0.875,"H_third"
"1589_2_third","2",1,"passive_s",8,3.64971326383,0.625,"H_third"
"1690_2_third","1",1,"active_ns",8,3.474374809355,1,"H_third"
"1690_2_third","1",1,"active_s",8,3.79187825081,1,"H_third"
"1690_2_third","1",1,"passive_ns",8,4.7558903761,1,"H_third"
"1690_2_third","1",1,"passive_s",8,3.5960386549,0.75,"H_third"
"1690_2_third","2",1,"active_ns",8,3.40503309484,1,"H_third"
"1690_2_third","2",1,"active_s",8,3.378180281545,0.25,"H_third"
"1690_2_third","2",1,"passive_ns",8,3.54363177168,1,"H_third"
"1690_2_third","2",1,"passive_s",8,4.158197571785,0.5,"H_third"
"1690_2_third","3",1,"active_ns",8,3.67630846321,1,"H_third"
"1690_2_third","3",1,"active_s",8,3.46654323271,0.625,"H_third"
"1690_2_third","3",1,"passive_ns",8,2.644929211175,1,"H_third"
"1690_2_third","3",1,"passive_s",8,3.489067559945,0.75,"H_third"
"1697_1_third","1",1,"active_ns",8,4.78102646186,0.75,"H_third"
"1697_1_third","1",1,"active_s",8,3.35771002115,0.875,"H_third"
"1697_1_third","1",1,"passive_ns",8,3.75341006793,1,"H_third"
"1697_1_third","1",1,"passive_s",8,3.90227540689,0.875,"H_third"
"1697_1_third","2",1,"active_ns",8,3.1390278827,0.875,"H_third"
"1697_1_third","2",1,"active_s",8,4.05909506861,0.875,"H_third"
"1697_1_third","2",1,"passive_ns",8,4.154524419885,1,"H_third"
"1697_1_third","2",1,"passive_s",8,4.06907022357,0.625,"H_third"
"1697_1_third","3",1,"active_ns",8,3.661035375725,0.75,"H_third"
"1697_1_third","3",1,"active_s",8,3.7692628042,0.875,"H_third"
"1697_1_third","3",1,"passive_ns",8,4.52405637863,1,"H_third"
"1697_1_third","3",1,"passive_s",8,4.45586153951,0.75,"H_third"
"2167_2_third","1",1,"active_ns",8,6.45279264514,0.625,"H_third"
"2167_2_third","1",1,"active_s",8,2.91378040522,0.625,"H_third"
"2167_2_third","1",1,"passive_ns",8,5.40515895939,0.5,"H_third"
"2167_2_third","1",1,"passive_s",8,4.52263307332,0.875,"H_third"
"2167_2_third","3",1,"active_ns",8,3.739002520055,0.75,"H_third"
"2167_2_third","3",1,"active_s",8,4.12777381783,0.75,"H_third"
"2167_2_third","3",1,"passive_ns",8,3.838579034,0.625,"H_third"
"2167_2_third","3",1,"passive_s",8,4.111215465815,1,"H_third"
"2416_1_third","1",1,"active_ns",8,5.872038280785,1,"H_third"
"2416_1_third","1",1,"active_s",8,4.91726981704,0.625,"H_third"
"2416_1_third","1",1,"passive_ns",8,5.71271234726,1,"H_third"
"2416_1_third","1",1,"passive_s",8,4.025429514975,0.75,"H_third"
"2416_1_third","2",1,"active_ns",8,6.04920900968,0.875,"H_third"
"2416_1_third","2",1,"active_s",8,4.93266052334,0.875,"H_third"
"2416_1_third","2",1,"passive_ns",8,6.02015782665,0.75,"H_third"
"2416_1_third","2",1,"passive_s",8,6.04612984111,0.625,"H_third"
"2416_1_third","3",1,"active_ns",8,4.92356051931,0.625,"H_third"
