"subind","runnum","first","cond_type","N","rt_median","acc_avg","groups"
"2416_1_third","3",1,"active_s",8,4.427226045665,1,"H_third"
"2416_1_third","3",1,"passive_ns",8,6.40055071797,0.875,"H_third"
"2416_1_third","3",1,"passive_s",8,4.64950463831,0.875,"H_third"
"2479_1_third","1",1,"active_ns",8,4.69763855502,0.875,"H_third"
"2479_1_third","1",1,"active_s",8,3.561282156445,1,"H_third"
"2479_1_third","1",1,"passive_ns",8,4.88264883591,1,"H_third"
"2479_1_third","1",1,"passive_s",8,5.242063322725,0.75,"H_third"
"2479_1_third","2",1,"active_ns",8,4.132651996835,1,"H_third"
"2479_1_third","2",1,"active_s",8,3.668492098485,1,"H_third"
"2479_1_third","2",1,"passive_ns",8,4.225450905365,1,"H_third"
"2479_1_third","2",1,"passive_s",8,4.00838750362,0.875,"H_third"
"2479_1_third","3",1,"active_ns",8,3.87029971062,0.75,"H_third"
"2479_1_third","3",1,"active_s",8,4.22013048281,0.875,"H_third"
"2479_1_third","3",1,"passive_ns",8,5.362460231665,0.75,"H_third"
"2479_1_third","3",1,"passive_s",8,5.460505676225,0.5,"H_third"
"2569_2_third","1",1,"active_ns",8,5.55634484813,1,"H_third"
"2569_2_third","1",1,"active_s",8,3.785355574805,0.75,"H_third"
"2569_2_third","1",1,"passive_ns",8,5.033749024055,1,"H_third"
"2569_2_third","1",1,"passive_s",8,4.68995348668,0.875,"H_third"
"2569_2_third","2",1,"active_ns",8,4.81556769798,0.75,"H_third"
"2569_2_third","2",1,"active_s",8,3.569980773545,1,"H_third"
"2569_2_third","2",1,"passive_ns",8,5.15196168301,0.875,"H_third"
"2569_2_third","2",1,"passive_s",8,3.51563601392,0.875,"H_third"
"2569_2_third","3",1,"active_ns",8,4.940257332605,1,"H_third"
"2569_2_third","3",1,"active_s",8,3.536967459645,1,"H_third"
"2569_2_third","3",1,"passive_ns",8,4.360880647425,0.75,"H_third"
"2569_2_third","3",1,"passive_s",8,3.67353079235,0.875,"H_third"
"2798_1_third","2",1,"active_ns",8,5.09196982754,0.875,"H_third"
"2798_1_third","2",1,"active_s",8,5.51909130169,0.375,"H_third"
"2798_1_third","2",1,"passive_ns",8,5.63340303139,1,"H_third"
"2798_1_third","2",1,"passive_s",8,6.06115174856,0.375,"H_third"
"LDFHO10238_1","1",1,"active_ns",8,4.55890228608,0.75,"H_first2"
"LDFHO10238_1","1",1,"active_s",8,3.47040592237,0.625,"H_first2"
"LDFHO10238_1","1",1,"passive_ns",7,5.0417157603,0.571428571428571,"H_first2"
"LDFHO10238_1","1",1,"passive_s",8,4.72118885225,0.875,"H_first2"
"LDFHO10297_1","1",1,"active_ns",8,5.06063382599,0.875,"H_first2"
"LDFHO10297_1","1",1,"active_s",8,3.840489152875,0.75,"H_first2"
"LDFHO10297_1","1",1,"passive_ns",8,3.84717933643,0.875,"H_first2"
"LDFHO10297_1","1",1,"passive_s",8,4.19454516432,1,"H_first2"
"LDFHO10297_1","2",1,"active_ns",8,4.23590379411,1,"H_first2"
"LDFHO10297_1","2",1,"active_s",8,2.97213572627,0.875,"H_first2"
"LDFHO10297_1","2",1,"passive_ns",8,3.933866849045,0.75,"H_first2"
"LDFHO10297_1","2",1,"passive_s",8,3.7182720539,0.75,"H_first2"
"LDFHO10328_1","1",1,"active_ns",8,4.11118157439,0.875,"H_first2"
"LDFHO10328_1","1",1,"active_s",8,3.88002144718,0.875,"H_first2"
"LDFHO10328_1","1",1,"passive_ns",8,3.44581248575,1,"H_first2"
"LDFHO10328_1","1",1,"passive_s",8,5.16766494038,0.625,"H_first2"
"LDFHO10328_1","2",1,"active_ns",8,4.614947277005,0.75,"H_first2"
"LDFHO10328_1","2",1,"active_s",8,3.3228385191,0.625,"H_first2"
"LDFHO10328_1","2",1,"passive_ns",8,4.64117344675,0.625,"H_first2"
"LDFHO10328_1","2",1,"passive_s",8,3.95106384408,0.875,"H_first2"
"LDFHO10328_1","3",1,"active_ns",8,3.730236873045,0.75,"H_first2"
"LDFHO10328_1","3",1,"active_s",8,4.026461333495,1,"H_first2"
"LDFHO10328_1","3",1,"passive_ns",8,4.4148642658,0.75,"H_first2"
"LDFHO10328_1","3",1,"passive_s",8,4.57497423919,0.375,"H_first2"
"LDFHO10493_1","1",1,"active_ns",8,3.60108450382,1,"H_first2"
"LDFHO10493_1","1",1,"active_s",8,3.111319093755,0.75,"H_first2"
"LDFHO10493_1","1",1,"passive_ns",8,3.963348014385,1,"H_first2"
"LDFHO10493_1","1",1,"passive_s",8,3.67346154196,0.875,"H_first2"
"LDFHO10493_1","2",1,"active_ns",8,3.38147169002,0.875,"H_first2"
"LDFHO10493_1","2",1,"active_s",8,2.710866018655,1,"H_first2"
"LDFHO10493_1","2",1,"passive_ns",8,2.843830343585,1,"H_first2"
"LDFHO10493_1","2",1,"passive_s",8,3.41701913963,0.875,"H_first2"
"/LDFHO1794_1","1",1,"active_ns",8,5.83585306817,0.75,"H_first2"
"/LDFHO1794_1","1",1,"active_s",8,4.66255243219,0.75,"H_first2"
"/LDFHO1794_1","1",1,"passive_ns",8,4.69695300622,0.875,"H_first2"
"/LDFHO1794_1","1",1,"passive_s",8,3.88927720231,0.625,"H_first2"
"/LDFHO1794_1","2",1,"active_ns",8,5.663166841045,0.75,"H_first2"
"/LDFHO1794_1","2",1,"active_s",8,5.30774020818,0.625,"H_first2"
"/LDFHO1794_1","2",1,"passive_ns",8,6.19980378428,0.625,"H_first2"
"/LDFHO1794_1","2",1,"passive_s",8,3.86008863292,0.625,"H_first2"
"/LDFHO5782_1","1",1,"active_ns",8,4.8303480871,0.5,"H_first2"
"/LDFHO5782_1","1",1,"active_s",8,4.359522739905,1,"H_first2"
"/LDFHO5782_1","1",1,"passive_ns",8,4.4121575837,0.625,"H_first2"
"/LDFHO5782_1","1",1,"passive_s",8,5.119854149455,0.75,"H_first2"
"/LDFHO5782_1","2",1,"active_ns",8,3.96085556118,1,"H_first2"
"/LDFHO5782_1","2",1,"active_s",8,3.485549282545,0.75,"H_first2"
"/LDFHO5782_1","2",1,"passive_ns",8,3.59985175509,1,"H_first2"
"/LDFHO5782_1","2",1,"passive_s",8,3.38625186541,0.625,"H_first2"
"/LDFHO5782_1","3",1,"active_ns",8,3.862683216995,0.75,"H_first2"
"/LDFHO5782_1","3",1,"active_s",8,3.08375679143,0.625,"H_first2"
"/LDFHO5782_1","3",1,"passive_ns",8,3.70457303136,0.875,"H_first2"
"/LDFHO5782_1","3",1,"passive_s",8,4.39146730453,0.5,"H_first2"
"/LDFHO9087_1","2",1,"active_ns",8,2.6961227887,1,"H_first2"
"/LDFHO9087_1","2",1,"active_s",8,2.90004373909,0.875,"H_first2"
"/LDFHO9087_1","2",1,"passive_ns",8,3.281864043745,1,"H_first2"
"/LDFHO9087_1","2",1,"passive_s",8,4.4613628183,0.75,"H_first2"
"/LDFHO9087_1","3",1,"active_ns",8,2.23509561949,1,"H_first2"
"/LDFHO9087_1","3",1,"active_s",8,2.33825348678,1,"H_first2"
"/LDFHO9087_1","3",1,"passive_ns",8,2.49116308437,1,"H_first2"
"/LDFHO9087_1","3",1,"passive_s",8,3.485074382135,0.75,"H_first2"
"c_032","1",1,"active_ns",8,4.844091653825,1,"A_control"
"c_032","1",1,"active_s",7,3.23459291458,1,"A_control"
"c_032","1",1,"passive_ns",8,4.61464214325,0.875,"A_control"
"c_032","1",1,"passive_s",8,4.2492095232,1,"A_control"
"c_032","2",1,"active_ns",8,4.36336803436,0.875,"A_control"
"c_032","2",1,"active_s",8,3.69406449795,1,"A_control"
"c_032","2",1,"passive_ns",8,4.56101202965,0.875,"A_control"
"c_032","2",1,"passive_s",8,3.5741019249,0.625,"A_control"
"c_032","3",1,"active_ns",8,3.77836084366,0.875,"A_control"
"c_032","3",1,"active_s",8,3.91113948822,0.5,"A_control"
"c_032","3",1,"passive_ns",8,4.23277497292,0.875,"A_control"
"c_032","3",1,"passive_s",8,4.74646353722,0.5,"A_control"
"c_037","1",1,"active_ns",8,2.93185353279,1,"A_control"
"c_037","1",1,"active_s",8,2.95568799973,0.875,"A_control"
"c_037","1",1,"passive_ns",8,3.11322188377,1,"A_control"
"c_037","1",1,"passive_s",8,3.66295492649,0.75,"A_control"
"c_037","2",1,"active_ns",8,3.176707983015,1,"A_control"
"c_037","2",1,"active_s",8,3.78125345707,1,"A_control"
"c_037","2",1,"passive_ns",8,3.73235297203,1,"A_control"
"c_037","2",1,"passive_s",8,3.51440048218,1,"A_control"
"c_039","1",1,"active_ns",8,4.90693378448,0.875,"A_control"
"c_039","1",1,"active_s",8,4.428172945975,0.75,"A_control"
"c_039","1",1,"passive_ns",8,4.601682901385,1,"A_control"
"c_039","1",1,"passive_s",8,3.90643882751,0.625,"A_control"
"c_039","2",1,"active_ns",8,3.55359005928,0.875,"A_control"
"c_039","2",1,"active_s",8,2.357166051865,1,"A_control"
"c_039","2",1,"passive_ns",8,3.53855907917,0.75,"A_control"
"c_039","2",1,"passive_s",8,3.0196378231,0.625,"A_control"
"c_039","3",1,"active_ns",8,3.288960576055,0.75,"A_control"
"c_039","3",1,"active_s",8,2.87589085102,1,"A_control"
"c_039","3",1,"passive_ns",8,3.842274546625,1,"A_control"
"c_039","3",1,"passive_s",8,4.512879014015,1,"A_control"
"c_043","1",1,"active_ns",8,5.07118010521,0.625,"A_control"
"c_043","1",1,"active_s",8,4.47788786888,0.625,"A_control"
"c_043","1",1,"passive_ns",8,6.04098546505,0.75,"A_control"
"c_043","1",1,"passive_s",8,5.16156005859,0.625,"A_control"
"c_043","2",1,"active_ns",8,4.9840849638,1,"A_control"
"c_043","2",1,"active_s",8,3.73214101791,0.625,"A_control"
"c_043","2",1,"passive_ns",8,5.16675186157,0.875,"A_control"
"c_043","2",1,"passive_s",8,5.4174888134,0.625,"A_control"
"c_043","3",1,"active_ns",8,4.84954094887,0.875,"A_control"
"c_043","3",1,"active_s",8,4.91855692863,0.875,"A_control"
"c_043","3",1,"passive_ns",8,4.699108600615,1,"A_control"
"c_043","3",1,"passive_s",8,5.179793357845,0.75,"A_control"
"c_044","1",1,"active_ns",8,4.5195915699,0.75,"A_control"
"c_044","1",1,"active_s",8,3.06866383553,0.875,"A_control"
"c_044","1",1,"passive_ns",8,5.18877387047,0.875,"A_control"
"c_044","1",1,"passive_s",8,4.31923699379,1,"A_control"
"c_044","2",1,"active_ns",8,5.547350883485,1,"A_control"
"c_044","2",1,"active_s",8,3.94061899185,1,"A_control"
"c_044","2",1,"passive_ns",8,4.01738190651,0.875,"A_control"
"c_044","2",1,"passive_s",8,3.93298208714,0.75,"A_control"
"c_045","1",1,"active_ns",8,3.239506959915,1,"A_control"
"c_045","1",1,"active_s",8,4.00256514549,0.875,"A_control"
"c_045","1",1,"passive_ns",8,3.941857934,1,"A_control"
"c_045","1",1,"passive_s",8,3.025015592575,1,"A_control"
"c_045","2",1,"active_ns",8,3.393564105035,1,"A_control"
"c_045","2",1,"active_s",8,2.472705602645,1,"A_control"
"c_045","2",1,"passive_ns",8,2.974604010585,1,"A_control"
"c_045","2",1,"passive_s",8,3.08622944355,1,"A_control"
"c_046","1",1,"active_ns",8,4.339198470115,1,"A_control"
"c_046","1",1,"active_s",8,3.614659428595,1,"A_control"
"c_046","1",1,"passive_ns",8,5.100748538975,1,"A_control"
"c_046","1",1,"passive_s",8,2.83969378471,0.875,"A_control"
"c_046","3",1,"active_ns",8,4.090595960615,1,"A_control"
"c_046","3",1,"active_s",8,2.534969568255,1,"A_control"
"c_046","3",1,"passive_ns",8,4.052750587465,1,"A_control"
"c_046","3",1,"passive_s",8,3.231099963185,1,"A_control"
"c_047","1",1,"active_ns",8,3.3092880249,0.875,"A_control"
"c_047","1",1,"active_s",8,3.34115445614,1,"A_control"
"c_047","1",1,"passive_ns",8,3.154088974,1,"A_control"
"c_047","1",1,"passive_s",8,2.74751400948,0.5,"A_control"
"c_047","2",1,"active_ns",8,3.86510491371,0.875,"A_control"
"c_047","2",1,"active_s",8,4.31161248684,1,"A_control"
"c_047","2",1,"passive_ns",8,3.26295781136,0.875,"A_control"
"c_047","2",1,"passive_s",8,3.06138408184,1,"A_control"
"c_058","1",1,"active_ns",8,1.625754594805,1,"A_control"
"c_058","1",1,"active_s",8,1.74899601936,0.875,"A_control"
"c_058","1",1,"passive_ns",8,1.95235359669,1,"A_control"
"c_058","1",1,"passive_s",8,1.77130997181,1,"A_control"
"c_058","3",1,"active_ns",8,1.875854492185,1,"A_control"
"c_058","3",1,"active_s",8,1.50820207596,0.875,"A_control"
"c_058","3",1,"passive_ns",8,1.65564656258,1,"A_control"
"c_058","3",1,"passive_s",8,1.590346455575,1,"A_control"
"c_059","1",1,"active_ns",8,2.4634295702,1,"A_control"
"c_059","1",1,"active_s",8,2.74264085293,1,"A_control"
"c_059","1",1,"passive_ns",8,3.26553893089,0.875,"A_control"
"c_059","1",1,"passive_s",8,2.549661874775,1,"A_control"
"c_059","2",1,"active_ns",8,2.597250580785,1,"A_control"
"c_059","2",1,"active_s",8,2.582454442975,1,"A_control"
"c_059","2",1,"passive_ns",8,2.605439066885,1,"A_control"
"c_059","2",1,"passive_s",8,4.64707803726,0.875,"A_control"
"c_059","3",1,"active_ns",8,2.156616449355,1,"A_control"
"c_059","3",1,"active_s",8,2.28874397278,1,"A_control"
"c_059","3",1,"passive_ns",8,4.05102610588,1,"A_control"
"c_059","3",1,"passive_s",8,2.511812567715,1,"A_control"
"c_061","1",1,"active_ns",8,4.04655408859,0.875,"A_control"
"c_061","1",1,"active_s",8,4.15447795391,0.75,"A_control"
"c_061","1",1,"passive_ns",8,3.92757344246,0.75,"A_control"
"c_061","1",1,"passive_s",8,4.271421551705,1,"A_control"
"c_061","2",1,"active_ns",8,4.45882701874,0.625,"A_control"
"c_061","2",1,"active_s",8,2.942561507225,1,"A_control"
"c_061","2",1,"passive_ns",8,4.81544280052,0.375,"A_control"
"c_061","2",1,"passive_s",8,4.01171088219,0.875,"A_control"
"c_061","3",1,"active_ns",8,4.77526688576,0.875,"A_control"
"c_061","3",1,"active_s",8,2.797820925715,1,"A_control"
"c_061","3",1,"passive_ns",8,5.367352366445,0.75,"A_control"
"c_061","3",1,"passive_s",8,2.784301400185,1,"A_control"
"c_062","1",1,"active_ns",8,5.80394101143,0.75,"A_control"
"c_062","1",1,"active_s",8,2.67589998245,1,"A_control"
"c_062","1",1,"passive_ns",8,4.70946502686,0.875,"A_control"
"c_062","1",1,"passive_s",8,3.47175359726,1,"A_control"
"c_062","2",1,"active_ns",8,4.94412779808,0.625,"A_control"
"c_062","2",1,"active_s",8,3.219945907595,1,"A_control"
"c_062","2",1,"passive_ns",8,4.97228598595,0.625,"A_control"
"c_062","2",1,"passive_s",8,2.799973130225,1,"A_control"
"c_078","1",1,"active_ns",8,2.99181854725,1,"A_control"
"c_078","1",1,"active_s",8,2.54525399208,0.875,"A_control"
"c_078","1",1,"passive_ns",8,2.64457798004,1,"A_control"
"c_078","1",1,"passive_s",8,2.385604023935,1,"A_control"
"c_078","2",1,"active_ns",8,2.875893116,1,"A_control"
"c_078","2",1,"active_s",8,2.78064441681,0.75,"A_control"
"c_078","2",1,"passive_ns",8,3.81534600258,0.875,"A_control"
"c_078","2",1,"passive_s",8,3.15945053101,0.75,"A_control"
"c_079","1",1,"active_ns",8,5.1208691597,0.875,"A_control"
"c_079","1",1,"active_s",8,4.601143956185,1,"A_control"
"c_079","1",1,"passive_ns",8,5.75478696823,0.75,"A_control"
"c_079","1",1,"passive_s",8,6.38740336895,1,"A_control"
"c_079","2",1,"active_ns",8,4.354197502135,1,"A_control"
"c_079","2",1,"active_s",8,4.22195291519,0.875,"A_control"
"c_079","2",1,"passive_ns",8,5.48205494881,0.875,"A_control"
"c_079","2",1,"passive_s",8,3.81082701683,0.875,"A_control"
"c_079","3",1,"active_ns",8,3.25594806671,0.875,"A_control"
"c_079","3",1,"active_s",8,3.516979932785,1,"A_control"
"c_079","3",1,"passive_ns",8,3.971638560295,1,"A_control"
"c_079","3",1,"passive_s",8,3.55481600761,0.875,"A_control"
"c_081","1",1,"active_ns",8,4.60787343979,1,"A_control"
"c_081","1",1,"active_s",8,3.3644490242,0.875,"A_control"
"c_081","1",1,"passive_ns",8,4.436034560205,1,"A_control"
"c_081","1",1,"passive_s",8,3.62925601006,0.875,"A_control"
"c_081","2",1,"active_ns",8,3.52823615074,0.875,"A_control"
"c_081","2",1,"active_s",8,3.18392014503,0.875,"A_control"
"c_081","2",1,"passive_ns",8,3.19940495491,1,"A_control"
"c_081","2",1,"passive_s",8,3.097561001775,1,"A_control"
"c_081","3",1,"active_ns",8,2.97395348549,0.75,"A_control"
"c_081","3",1,"active_s",8,2.695060014725,1,"A_control"
"c_081","3",1,"passive_ns",8,3.06409096718,0.875,"A_control"
"c_081","3",1,"passive_s",8,2.93112897873,0.625,"A_control"
"c_082","1",1,"active_ns",8,3.292336463925,1,"A_control"
"c_082","1",1,"active_s",8,3.33301591873,1,"A_control"
"c_082","1",1,"passive_ns",8,3.063678979875,1,"A_control"
"c_082","1",1,"passive_s",8,3.515585064885,0.5,"A_control"
"c_082","2",1,"active_ns",8,2.61032414436,0.875,"A_control"
"c_082","2",1,"active_s",8,2.7734811306,0.875,"A_control"
"c_082","2",1,"passive_ns",8,2.61688542366,1,"A_control"
"c_082","2",1,"passive_s",8,3.102609992025,0.75,"A_control"
"c_082","3",1,"active_ns",8,2.596596956255,1,"A_control"
"c_082","3",1,"active_s",8,2.41156601906,1,"A_control"
"c_082","3",1,"passive_ns",8,2.77986907959,1,"A_control"
"c_082","3",1,"passive_s",8,2.756285071375,0.75,"A_control"
"c_084","1",1,"active_ns",8,3.67834496498,1,"A_control"
"c_084","1",1,"active_s",8,2.8314050436,1,"A_control"
"c_084","1",1,"passive_ns",8,3.87609744072,1,"A_control"
"c_084","1",1,"passive_s",8,3.19332957268,1,"A_control"
"c_084","2",1,"active_ns",8,3.598004102705,1,"A_control"
"c_084","2",1,"active_s",8,3.80735564232,1,"A_control"
"c_084","2",1,"passive_ns",8,3.80945849419,1,"A_control"
"c_084","2",1,"passive_s",8,2.90858399868,1,"A_control"
"c_084","3",1,"active_ns",8,4.52378606796,0.875,"A_control"
"c_084","3",1,"active_s",8,2.60206568241,1,"A_control"
"c_084","3",1,"passive_ns",8,3.293152451515,1,"A_control"
"c_084","3",1,"passive_s",8,2.77876496315,1,"A_control"
"c_085","2",1,"active_ns",8,4.53726005554,0.875,"A_control"
"c_085","2",1,"active_s",8,2.44408249855,1,"A_control"
"c_085","2",1,"passive_ns",8,5.04968714714,0.625,"A_control"
"c_085","2",1,"passive_s",8,3.08231210709,0.875,"A_control"
"c_085","3",1,"active_ns",8,4.13975000381,0.875,"A_control"
"c_085","3",1,"active_s",8,2.788623929025,1,"A_control"
"c_085","3",1,"passive_ns",8,3.89484012127,1,"A_control"
"c_085","3",1,"passive_s",8,2.77519607544,0.875,"A_control"
"c_086","1",1,"active_ns",8,3.7354118824,0.875,"A_control"
"c_086","1",1,"active_s",8,2.945689439775,0.75,"A_control"
"c_086","1",1,"passive_ns",8,4.1784504652,1,"A_control"
"c_086","1",1,"passive_s",8,3.67332804203,1,"A_control"
"c_086","2",1,"active_ns",8,3.10226106644,0.625,"A_control"
"c_086","2",1,"active_s",8,3.0736464262,1,"A_control"
"c_086","2",1,"passive_ns",8,4.6999130249,0.875,"A_control"
"c_086","2",1,"passive_s",8,3.198040127755,1,"A_control"
"c_086","3",1,"active_ns",8,2.918658018115,1,"A_control"
"c_086","3",1,"active_s",8,2.29617249966,1,"A_control"
"c_086","3",1,"passive_ns",8,4.20734405518,0.875,"A_control"
"c_086","3",1,"passive_s",8,3.89801979065,0.875,"A_control"
"c_101","1",1,"active_ns",8,2.984288573265,1,"A_control"
"c_101","1",1,"active_s",8,2.134618401525,1,"A_control"
"c_101","1",1,"passive_ns",8,2.59489965439,1,"A_control"
"c_101","1",1,"passive_s",8,2.830961823465,1,"A_control"
"c_101","2",1,"active_ns",8,3.028995513915,1,"A_control"
"c_101","2",1,"active_s",8,3.1603178978,0.875,"A_control"
"c_101","2",1,"passive_ns",8,3.028966903685,1,"A_control"
"c_101","2",1,"passive_s",8,4.25926744938,0.5,"A_control"
"c_101","3",1,"active_ns",8,2.144763588905,1,"A_control"
"c_101","3",1,"active_s",8,2.717199444775,1,"A_control"
"c_101","3",1,"passive_ns",8,2.77538657188,1,"A_control"
"c_101","3",1,"passive_s",8,3.051149487495,1,"A_control"
"c_103","1",1,"active_ns",8,4.417694926265,1,"A_control"
"c_103","1",1,"active_s",8,4.380651593205,0.75,"A_control"
"c_103","1",1,"passive_ns",8,4.47061896324,0.875,"A_control"
"c_103","1",1,"passive_s",8,4.80514848232,0.5,"A_control"
"c_103","2",1,"active_ns",8,3.69794106483,0.875,"A_control"
"c_103","2",1,"active_s",8,4.355362534525,0.75,"A_control"
"c_103","2",1,"passive_ns",8,4.46572089195,0.875,"A_control"
"c_103","2",1,"passive_s",8,4.976093053815,0.25,"A_control"
"8957","1",1,"active_ns",7,5.52437298913,0.714285714285714,"H_control_first"
"8957","1",1,"active_s",8,5.04439976183,0.5,"H_control_first"
"8957","1",1,"passive_ns",8,6.6126448426,0.75,"H_control_first"
"8957","1",1,"passive_s",8,5.76582467284,0.5,"H_control_first"
"8957","2",1,"active_ns",8,5.23122207309,0.75,"H_control_first"
"8957","2",1,"active_s",8,5.57259149477,0.625,"H_control_first"
"8957","2",1,"passive_ns",8,5.41003707323,0.875,"H_control_first"
"8957","2",1,"passive_s",8,5.61635414078,0.5,"H_control_first"
"8957","3",1,"active_ns",8,3.77546853201,0.875,"H_control_first"
"8957","3",1,"active_s",8,5.246777774395,0.75,"H_control_first"
"8957","3",1,"passive_ns",8,5.41503877813,0.75,"H_control_first"
"8957","3",1,"passive_s",8,5.736785230135,0.25,"H_control_first"
"8960","1",1,"active_ns",8,4.48227045211,0.75,"H_control_first"
"8960","1",1,"active_s",8,4.3985128935,1,"H_control_first"
"8960","1",1,"passive_ns",8,7.31591046305,0.875,"H_control_first"
"8960","1",1,"passive_s",8,4.30254855213,0.75,"H_control_first"
"8960","2",1,"active_ns",8,5.134185116055,0.75,"H_control_first"
"8960","2",1,"active_s",8,4.10327659699,0.5,"H_control_first"
"8960","2",1,"passive_ns",8,7.29543938728,1,"H_control_first"
"8960","2",1,"passive_s",8,4.81849453631,0.625,"H_control_first"
"8960","3",1,"active_ns",8,7.33808963494,0.875,"H_control_first"
"8960","3",1,"active_s",8,4.33519302316,0.875,"H_control_first"
"8960","3",1,"passive_ns",8,6.24099347739,1,"H_control_first"
"8960","3",1,"passive_s",8,4.63228360955,0.75,"H_control_first"
"8961","1",1,"active_ns",8,3.26722577214,1,"H_control_first"
"8961","1",1,"active_s",8,3.051263825185,0.75,"H_control_first"
"8961","1",1,"passive_ns",8,3.397369816445,1,"H_control_first"
"8961","1",1,"passive_s",8,3.53283946188,0.875,"H_control_first"
"8961","2",1,"active_ns",8,3.05551905102,1,"H_control_first"
"8961","2",1,"active_s",8,2.30390933933,1,"H_control_first"
"8961","2",1,"passive_ns",8,3.673676590985,1,"H_control_first"
"8961","2",1,"passive_s",8,3.01802134271,0.875,"H_control_first"
"8961","3",1,"active_ns",8,3.59004507509,1,"H_control_first"
"8961","3",1,"active_s",8,2.060752392045,1,"H_control_first"
"8961","3",1,"passive_ns",8,3.58996842215,1,"H_control_first"
"8961","3",1,"passive_s",8,2.733158085225,0.75,"H_control_first"
"8963","1",1,"active_ns",8,3.02585100242,0.875,"H_control_first"
"8963","1",1,"active_s",8,2.999439138305,1,"H_control_first"
"8963","1",1,"passive_ns",8,3.71178386417,0.875,"H_control_first"
"8963","1",1,"passive_s",8,4.157290984685,1,"H_control_first"
"8963","2",1,"active_ns",8,3.24008910569,1,"H_control_first"
"8963","2",1,"active_s",8,3.14389688047,1,"H_control_first"
"8963","2",1,"passive_ns",8,3.867340306535,0.75,"H_control_first"
"8963","2",1,"passive_s",8,3.59529887666,1,"H_control_first"
"8963","3",1,"active_ns",8,3.43500029831,1,"H_control_first"
"8963","3",1,"active_s",8,3.159376979265,1,"H_control_first"
"8963","3",1,"passive_ns",8,3.73542263368,1,"H_control_first"
"8963","3",1,"passive_s",8,3.79450335786,0.875,"H_control_first"
"8972","1",1,"active_ns",8,3.049379706335,1,"H_control_first"
"8972","1",1,"active_s",8,2.59249562803,0.875,"H_control_first"
"8972","1",1,"passive_ns",8,3.66955246715,1,"H_control_first"
"8972","1",1,"passive_s",8,3.91243700852,0.625,"H_control_first"
"8972","2",1,"active_ns",8,3.11321357084,0.875,"H_control_first"
"8972","2",1,"active_s",8,4.79726207852,0.75,"H_control_first"
"8972","2",1,"passive_ns",8,4.427503992655,1,"H_control_first"
"8972","2",1,"passive_s",8,3.86974326899,1,"H_control_first"
"8972","3",1,"active_ns",8,3.283169847225,1,"H_control_first"
"8972","3",1,"active_s",8,3.22525680608,0.75,"H_control_first"
"8972","3",1,"passive_ns",8,3.35467766777,0.875,"H_control_first"
"8972","3",1,"passive_s",8,3.40170959083,0.875,"H_control_first"
